sample_index,wall_time_s,elapsed_s,tick,mode_machine,arm0,arm1,arm2,arm3,arm4,arm5,arm6,arm7,arm8,arm9,arm10,arm11,arm12,arm13
408,1782728479.913304329,13.966868139,3489365,5,-0.7470487,0.2368203,2.0941834,0.6255766,-0.1367999,-0.1530146,-0.2609086,-0.5439759,-0.0295411,1.1084090,0.9684932,-0.1574008,-0.9370106,0.3747947
409,1782728479.954308033,13.992666306,3489405,5,-0.7470247,0.2368203,2.0689087,0.6263435,-0.1281833,-0.1408985,-0.2610044,-0.5288159,-0.0319979,1.1413296,0.9665517,-0.1628297,-0.9465261,0.3748666
410,1782728479.988676071,14.034386678,3489440,5,-0.7470487,0.2368442,2.0443292,0.6264154,-0.1192191,-0.1336960,-0.2611363,-0.5132364,-0.0336038,1.1668681,0.9659166,-0.1676953,-0.9508524,0.3749624
411,1782728480.088020086,14.068654268,3489539,5,-0.7468090,0.2387497,1.9755037,0.6266791,-0.0665724,-0.1150366,-0.2613999,-0.4653594,-0.0414175,1.1990696,0.9654612,-0.1761801,-0.9559937,0.3765923
412,1782728480.100687265,14.167309129,3489552,5,-0.7465813,0.2400320,1.9693438,0.6266671,-0.0575123,-0.1136224,-0.2613879,-0.4626151,-0.0426399,1.1995970,0.9654612,-0.1763239,-0.9562094,0.3766882
413,1782728480.118648291,14.180624977,3489570,5,-0.7457184,0.2420214,1.9596964,0.6266552,-0.0432151,-0.1112496,-0.2613640,-0.4603980,-0.0448210,1.1997887,0.9654612,-0.1763958,-0.9564730,0.3767840
414,1782728480.152848959,14.197789653,3489604,5,-0.7435852,0.2446100,1.9373219,0.6267031,-0.0147286,-0.1057368,-0.2613280,-0.4598347,-0.0508850,1.1978952,0.9654492,-0.1763599,-0.9567606,0.3766762
415,1782728480.187067509,14.232806387,3489638,5,-0.7426265,0.2445980,1.9076730,0.6272424,0.0125475,-0.1029565,-0.2616396,-0.4598227,-0.0588545,1.1897819,0.9654612,-0.1763718,-0.9567966,0.3766522
416,1782728480.220277309,14.266606473,3489671,5,-0.7402416,0.2446340,1.8705219,0.6274341,0.0425919,-0.0998166,-0.2617355,-0.4595231,-0.0674592,1.1737471,0.9654971,-0.1764557,-0.9567966,0.3768799
417,1782728480.253408670,14.299519268,3489705,5,-0.7387676,0.2455088,1.8305185,0.6274341,0.0734034,-0.0933331,-0.2621430,-0.4587921,-0.0767110,1.1510010,0.9656050,-0.1764677,-0.9567606,0.3770117
418,1782728480.287736654,14.332723111,3489739,5,-0.7376530,0.2473904,1.7836962,0.6274222,0.1129873,-0.0816605,-0.2625983,-0.4584206,-0.0888031,1.1179724,0.9656050,-0.1760363,-0.9559697,0.3772634
419,1782728480.320054770,14.367053199,3489771,5,-0.7366583,0.2501587,1.7422427,0.6275060,0.1511331,-0.0702635,-0.2633414,-0.4584446,-0.1000084,1.0839013,0.9656889,-0.1741068,-0.9523624,0.3771555
420,1782728480.345607281,14.399759266,3489797,5,-0.7361910,0.2527952,1.7068772,0.6284767,0.1827954,-0.0581594,-0.2635571,-0.4584805,-0.1102309,1.0556304,0.9657847,-0.1694809,-0.9466939,0.3769638
421,1782728480.388484240,14.425711423,3489840,5,-0.7354479,0.2573732,1.6439481,0.6378364,0.2369881,-0.0409860,-0.2640484,-0.4584565,-0.1295854,1.0098028,0.9706503,-0.1565619,-0.9360159,0.3766402
422,1782728480.420585632,14.467824958,3489872,5,-0.7351124,0.2620111,1.5886409,0.6552975,0.2815694,-0.0284745,-0.2642761,-0.4585284,-0.1460278,0.9721364,0.9836172,-0.1479453,-0.9261169,0.3761848
423,1782728480.454033852,14.500412910,3489905,5,-0.7350644,0.2666730,1.5319076,0.6769649,0.3282000,-0.0149683,-0.2653188,-0.4588281,-0.1643756,0.9352969,1.0052727,-0.1414139,-0.9150555,0.3749624
424,1782728480.488225937,14.534000126,3489939,5,-0.7335065,0.2689260,1.4738560,0.7012210,0.3731049,-0.0057884,-0.2671164,-0.4588999,-0.1804105,0.9045454,1.0307992,-0.1359011,-0.9037544,0.3738839
425,1782728480.521515369,14.567486571,3489973,5,-0.7275024,0.2712510,1.4107231,0.7322481,0.4166795,0.0009587,-0.2678594,-0.4588760,-0.1961578,0.8777007,1.0594774,-0.1329290,-0.8913867,0.3737640
426,1782728480.553685904,14.600868116,3490005,5,-0.7218099,0.2714307,1.3571416,0.7614537,0.4537827,0.0059921,-0.2713228,-0.4588880,-0.2136668,0.8588855,1.0842848,-0.1312632,-0.8789950,0.3735004
427,1782728480.587039948,14.633757806,3490038,5,-0.7116353,0.2714187,1.2998929,0.7948058,0.4936422,0.0091200,-0.2755893,-0.4588520,-0.2310439,0.8453313,1.1130110,-0.1299450,-0.8679336,0.3732247
428,1782728480.621224880,14.666705897,3490072,5,-0.6970745,0.2713828,1.2416617,0.8294283,0.5352035,0.0109416,-0.2794721,-0.4587921,-0.2460122,0.8341141,1.1444576,-0.1294896,-0.8546311,0.3733086
429,1782728480.654478550,14.700594243,3490106,5,-0.6809437,0.2714187,1.1844729,0.8655487,0.5767049,0.0121999,-0.2817132,-0.4588161,-0.2567261,0.8242151,1.1777258,-0.1291780,-0.8419877,0.3732727
430,1782728480.687691927,14.733601472,3490139,5,-0.6634347,0.2708435,1.1364402,0.8962882,0.6127535,0.0136500,-0.2831872,-0.4587082,-0.2661337,0.8167010,1.2055651,-0.1291061,-0.8297278,0.3732367
431,1782728480.721861601,14.767718785,3490173,5,-0.6425462,0.2701844,1.0833980,0.9293168,0.6468246,0.0142972,-0.2840741,-0.4586003,-0.2734441,0.8120990,1.2317387,-0.1285548,-0.8163415,0.3731888
432,1782728480.747504711,14.801207725,3490199,5,-0.6261638,0.2701244,1.0412614,0.9560056,0.6726986,0.0143331,-0.2844096,-0.4586243,-0.2766319,0.8101935,1.2526392,-0.1281473,-0.8058193,0.3731888
433,1782728480.786346674,14.827218635,3490238,5,-0.6015722,0.2690099,0.9861819,0.9942833,0.7098256,0.0141054,-0.2853923,-0.4583367,-0.2807425,0.8074971,1.2791842,-0.1281593,-0.7886819,0.3732487
434,1782728480.818925142,14.866320011,3490270,5,-0.5803481,0.2678714,0.9422477,1.0255620,0.7416558,0.0138538,-0.2858238,-0.4583127,-0.2813776,0.8052321,1.3018943,-0.1280155,-0.7732462,0.3730929
435,1782728480.852004766,14.898436076,3490303,5,-0.5566074,0.2672722,0.8956291,1.0546957,0.7734978,0.0132905,-0.2858837,-0.4581330,-0.2804309,0.8034344,1.3249520,-0.1278717,-0.7570195,0.3730809
436,1782728480.886240244,14.932035068,3490337,5,-0.5309851,0.2646596,0.8508680,1.0810970,0.8039258,0.0125115,-0.2864230,-0.4580251,-0.2785134,0.8023319,1.3494598,-0.1276799,-0.7368381,0.3728172
437,1782728480.919545174,14.966147741,3490371,5,-0.5045119,0.2600217,0.8139446,1.1006792,0.8295121,0.0119962,-0.2865189,-0.4578333,-0.2761765,0.8016728,1.3756572,-0.1277638,-0.7174596,0.3727933
438,1782728480.953706264,14.999220476,3490405,5,-0.4769602,0.2521241,0.7821504,1.1144730,0.8537802,0.0114929,-0.2864709,-0.4566469,-0.2734201,0.8002227,1.4030892,-0.1277279,-0.6955165,0.3725297
439,1782728480.986904383,15.032896751,3490438,5,-0.4494084,0.2398882,0.7556054,1.1222029,0.8727512,0.0113850,-0.2863631,-0.4513978,-0.2725812,0.7981853,1.4254158,-0.1277039,-0.6743523,0.3722780
440,1782728481.019066095,15.066880267,3490470,5,-0.4205385,0.2283714,0.7290244,1.1243839,0.8933401,0.0102345,-0.2861833,-0.4452499,-0.2703162,0.7963158,1.4486651,-0.1276440,-0.6528886,0.3716668
441,1782728481.053329468,15.099015693,3490505,5,-0.3892956,0.2167946,0.6999387,1.1269846,0.9120235,0.0096833,-0.2861593,-0.4376639,-0.2685066,0.7960761,1.4698533,-0.1277518,-0.6303822,0.3715589
442,1782728481.086765766,15.133294834,3490538,5,-0.3587238,0.2050741,0.6742085,1.1270565,0.9317495,0.0089762,-0.2858357,-0.4296944,-0.2651989,0.7947698,1.4903703,-0.1276080,-0.6075643,0.3707799
443,1782728481.157979250,15.166424275,3490609,5,-0.2984791,0.1785650,0.6311013,1.1286384,0.9617341,0.0079096,-0.2857998,-0.4058937,-0.2585836,0.7943025,1.5297384,-0.1276799,-0.5582851,0.3685868
444,1782728481.163907528,15.237111394,3490615,5,-0.2934457,0.1764078,0.6295793,1.1286024,0.9629325,0.0078856,-0.2856919,-0.4039643,-0.2576968,0.7942905,1.5324827,-0.1276560,-0.5534794,0.3685509
445,1782728481.221618414,15.243549455,3490673,5,-0.2524118,0.1500545,0.6205671,1.1290219,0.9737303,0.0077538,-0.2852246,-0.3888641,-0.2515129,0.7861412,1.5575538,-0.1185719,-0.5154415,0.3629543
446,1782728481.254000187,15.300757456,3490705,5,-0.2367603,0.1304962,0.6194167,1.1293215,0.9777330,0.0077658,-0.2851766,-0.3855685,-0.2508178,0.7811677,1.5604899,-0.1131071,-0.4960151,0.3607971
447,1782728481.287251472,15.333392993,3490738,5,-0.2261783,0.1087688,0.6184340,1.1293575,0.9799621,0.0077538,-0.2851407,-0.3801756,-0.2492000,0.7780279,1.5603461,-0.1090205,-0.4783623,0.3585800
448,1782728481.320498943,15.366831980,3490772,5,-0.2187720,0.0858550,0.6177868,1.1294054,0.9808489,0.0076699,-0.2851647,-0.3710915,-0.2452572,0.7766377,1.5600345,-0.1056889,-0.4606496,0.3566026
449,1782728481.355416536,15.399796232,3490807,5,-0.2128518,0.0644032,0.6172715,1.1294173,0.9808849,0.0072624,-0.2850208,-0.3675682,-0.2412544,0.7750198,1.5594473,-0.1029924,-0.4442313,0.3526119
450,1782728481.387704611,15.435084301,3490839,5,-0.2062725,0.0454442,0.6169839,1.1291656,0.9808849,0.0059322,-0.2849729,-0.3662619,-0.2386898,0.7737615,1.5585724,-0.0999365,-0.4315639,0.3500712
451,1782728481.421001673,15.467629116,3490872,5,-0.1977038,0.0300325,0.6164446,1.1288301,0.9808489,0.0042424,-0.2846973,-0.3660222,-0.2376232,0.7730784,1.5582129,-0.0979351,-0.4205864,0.3478182
452,1782728481.454419374,15.501057894,3490905,5,-0.1869180,0.0163705,0.6146949,1.1269846,0.9817118,0.0026365,-0.2829596,-0.3659024,-0.2370000,0.7725271,1.5575658,-0.0963292,-0.4129884,0.3453135
453,1782728481.487520218,15.534073347,3490939,5,-0.1806862,0.0084129,0.6149465,1.1217235,0.9822750,0.0025886,-0.2784894,-0.3654470,-0.2370000,0.7721556,1.5574939,-0.0955263,-0.4080988,0.3430365
454,1782728481.520905733,15.567637042,3490972,5,-0.1777141,0.0043623,0.6151623,1.1178286,0.9820713,0.0023130,-0.2788010,-0.3652432,-0.2370360,0.7720238,1.5574939,-0.0951547,-0.4037485,0.3417182
455,1782728481.554218531,15.600684528,3491005,5,-0.1744783,0.0007071,0.6153061,1.1149764,0.9820593,0.0022530,-0.2792924,-0.3649916,-0.2370719,0.7720238,1.5575058,-0.0949151,-0.3994822,0.3406516
456,1782728481.582651377,15.633631211,3491034,5,-0.1708951,-0.0025646,0.6152821,1.1122320,0.9821312,0.0020133,-0.2787651,-0.3647519,-0.2370480,0.7720238,1.5575058,-0.0949151,-0.3964022,0.3398606
457,1782728481.620668888,15.662336191,3491072,5,-0.1668564,-0.0052850,0.6153780,1.1091161,0.9821193,0.0013063,-0.2778423,-0.3644762,-0.2370240,0.7720238,1.5575058,-0.0949271,-0.3935739,0.3392614
458,1782728481.656585932,15.700752361,3491108,5,-0.1638483,-0.0066153,0.6155577,1.1073424,0.9820353,0.0005992,-0.2769794,-0.3644163,-0.2370120,0.7720238,1.5575298,-0.0949271,-0.3922797,0.3389978
459,1782728481.687931061,15.735712260,3491139,5,-0.1621226,-0.0080174,0.6158454,1.1065634,0.9820593,-0.0000599,-0.2755533,-0.3642725,-0.2370480,0.7720358,1.5575298,-0.0949271,-0.3914048,0.3387221
460,1782728481.721294165,15.767843365,3491172,5,-0.1607564,-0.0097072,0.6163008,1.1052811,0.9820713,-0.0004194,-0.2737197,-0.3641167,-0.2370360,0.7720358,1.5575298,-0.0949510,-0.3908895,0.3383986
461,1782728481.754683971,15.800862882,3491206,5,-0.1596778,-0.0123917,0.6167322,1.1044902,0.9821312,-0.0004554,-0.2719700,-0.3638650,-0.2370600,0.7720478,1.5575298,-0.0949750,-0.3906498,0.3379791
462,1782728481.788929939,15.834043557,3491240,5,-0.1580000,-0.0167539,0.6172355,1.1032438,0.9823350,-0.0004075,-0.2694653,-0.3635295,-0.2370959,0.7720597,1.5575298,-0.0949750,-0.3904341,0.3376795
463,1782728481.821143627,15.868335435,3491272,5,-0.1574368,-0.0204930,0.6171637,1.1022971,0.9829581,-0.0003475,-0.2652109,-0.3632059,-0.2371079,0.7720837,1.5575298,-0.0949990,-0.3900746,0.3374398
464,1782728481.856090546,15.901124993,3491307,5,-0.1573049,-0.0231535,0.6170198,1.1020573,0.9835454,-0.0001558,-0.2624186,-0.3629183,-0.2371798,0.7720717,1.5575418,-0.0950109,-0.3894753,0.3372840
465,1782728481.887645245,15.935324484,3491339,5,-0.1572210,-0.0242081,0.6170318,1.1019975,0.9838090,-0.0000360,-0.2615917,-0.3626546,-0.2373236,0.7721077,1.5575418,-0.0950229,-0.3889360,0.3371283
466,1782728481.919845104,15.967330017,3491371,5,-0.1571132,-0.0248193,0.6169959,1.1019735,0.9839888,-0.0000360,-0.2612561,-0.3624509,-0.2375034,0.7721316,1.5575658,-0.0950469,-0.3886484,0.3369964
467,1782728481.953099251,15.999607718,3491404,5,-0.1571132,-0.0251789,0.6169719,1.1019495,0.9841446,-0.0000240,-0.2609805,-0.3623191,-0.2375873,0.7721316,1.5575418,-0.0950469,-0.3884806,0.3368166
468,1782728481.982578993,16.032827850,3491434,5,-0.1571132,-0.0252508,0.6169000,1.1019495,0.9843243,-0.0000120,-0.2608486,-0.3622352,-0.2376232,0.7721316,1.5575658,-0.0950709,-0.3884567,0.3367567
469,1782728482.021296024,16.061894793,3491473,5,-0.1571132,-0.0252747,0.6168520,1.1019495,0.9843842,0.0000120,-0.2607288,-0.3621992,-0.2377071,0.7721316,1.5575658,-0.0950589,-0.3884327,0.3367088
470,1782728482.053851843,16.101243792,3491505,5,-0.1571012,-0.0253227,0.6168401,1.1019375,0.9844202,0.0000120,-0.2606929,-0.3621873,-0.2377790,0.7721436,1.5575538,-0.0950709,-0.3884447,0.3366848
471,1782728482.085073709,16.133300463,3491536,5,-0.1570892,-0.0253826,0.6168281,1.1019375,0.9844801,0.0000240,-0.2606689,-0.3621873,-0.2378269,0.7721436,1.5575418,-0.0950709,-0.3884327,0.3366609
472,1782728482.120495558,16.164702424,3491571,5,-0.1570892,-0.0254185,0.6168401,1.1019495,0.9845400,0.0000479,-0.2606090,-0.3621513,-0.2379108,0.7721556,1.5575418,-0.0950589,-0.3884207,0.3366609
473,1782728482.152385473,16.199694356,3491604,5,-0.1571132,-0.0254185,0.6168401,1.1019375,0.9845520,0.0000599,-0.2605730,-0.3621393,-0.2379468,0.7721556,1.5575418,-0.0950589,-0.3884088,0.3366489
474,1782728482.186703682,16.232205601,3491638,5,-0.1570892,-0.0254425,0.6168281,1.1019495,0.9846240,0.0000479,-0.2605610,-0.3621154,-0.2380546,0.7721316,1.5575418,-0.0950589,-0.3884207,0.3366489
475,1782728482.232521534,16.265893075,3491684,5,-0.1570892,-0.0254785,0.6168041,1.1019375,0.9847318,0.0000479,-0.2605610,-0.3620794,-0.2380906,0.7721316,1.5575418,-0.0950709,-0.3884088,0.3366369
476,1782728482.267413855,16.311936879,3491719,5,-0.1570892,-0.0255144,0.6167921,1.1019255,0.9848277,0.0000479,-0.2605610,-0.3620554,-0.2381026,0.7721316,1.5575538,-0.0950589,-0.3883848,0.3366129
477,1782728482.283801317,16.347249397,3491735,5,-0.1570892,-0.0255144,0.6167921,1.1019255,0.9848277,0.0000479,-0.2605371,-0.3620195,-0.2381146,0.7721556,1.5575658,-0.0950709,-0.3883848,0.3366249
478,1782728482.317925215,16.363132176,3491769,5,-0.1570892,-0.0255144,0.6167921,1.1019136,0.9848876,0.0000599,-0.2605371,-0.3619955,-0.2381266,0.7721556,1.5575418,-0.0950709,-0.3883848,0.3366009
479,1782728482.352280140,16.397148269,3491803,5,-0.1570892,-0.0255264,0.6167802,1.1019255,0.9849116,0.0000599,-0.2605251,-0.3619835,-0.2381385,0.7721316,1.5575658,-0.0950589,-0.3883728,0.3365770
480,1782728482.380599976,16.432125192,3491832,5,-0.1570892,-0.0255504,0.6167802,1.1019136,0.9849235,0.0000599,-0.2605371,-0.3619595,-0.2381505,0.7721316,1.5575658,-0.0950709,-0.3883608,0.3365650
481,1782728482.420493841,16.459771162,3491872,5,-0.1570772,-0.0255743,0.6167921,1.1019255,0.9849715,0.0000599,-0.2605131,-0.3619236,-0.2381505,0.7721556,1.5575658,-0.0950709,-0.3883608,0.3365650
482,1782728482.448996305,16.500469900,3491900,5,-0.1570772,-0.0255743,0.6167682,1.1019136,0.9849834,0.0000839,-0.2605131,-0.3619236,-0.2381745,0.7721556,1.5575658,-0.0950709,-0.3883368,0.3365410
483,1782728482.485912800,16.528807507,3491937,5,-0.1570892,-0.0255743,0.6167561,1.1019015,0.9850314,0.0000479,-0.2605131,-0.3618757,-0.2382104,0.7721436,1.5575658,-0.0950709,-0.3883129,0.3365170
484,1782728482.514614105,16.565212540,3491966,5,-0.1570772,-0.0255863,0.6167561,1.1019136,0.9850075,0.0000719,-0.2605131,-0.3618637,-0.2382344,0.7721556,1.5575418,-0.0950709,-0.3883129,0.3365170
485,1782728482.546835423,16.594449697,3491998,5,-0.1570772,-0.0256103,0.6167322,1.1019136,0.9850554,0.0000719,-0.2605011,-0.3618397,-0.2382704,0.7721436,1.5575658,-0.0950709,-0.3883009,0.3364931
486,1782728482.580035210,16.626634787,3492031,5,-0.1570772,-0.0256223,0.6167561,1.1019255,0.9850674,0.0000839,-0.2605011,-0.3618277,-0.2382824,0.7721316,1.5575418,-0.0950589,-0.3883009,0.3364931
487,1782728482.612354040,16.659346070,3492064,5,-0.1570653,-0.0256462,0.6167561,1.1019015,0.9851033,0.0000959,-0.2605131,-0.3618277,-0.2383543,0.7721316,1.5575658,-0.0950589,-0.3882889,0.3364811
488,1782728482.646358728,16.692146860,3492098,5,-0.1570653,-0.0256462,0.6167442,1.1019136,0.9851273,0.0000839,-0.2605131,-0.3618158,-0.2383902,0.7721436,1.5575418,-0.0950589,-0.3882889,0.3364811
489,1782728482.679713249,16.726223563,3492131,5,-0.1570772,-0.0256582,0.6167561,1.1019015,0.9851872,0.0001079,-0.2605011,-0.3617918,-0.2383902,0.7721436,1.5575418,-0.0950709,-0.3882889,0.3364811
490,1782728482.712907553,16.758848283,3492164,5,-0.1570892,-0.0256582,0.6167442,1.1019015,0.9851752,0.0000839,-0.2604891,-0.3617918,-0.2384262,0.7721556,1.5575658,-0.0950709,-0.3882769,0.3364811
491,1782728482.747183561,16.792044190,3492198,5,-0.1570772,-0.0256582,0.6167442,1.1019136,0.9852352,0.0000719,-0.2604891,-0.3617798,-0.2384381,0.7721556,1.5575658,-0.0950709,-0.3882649,0.3364811
492,1782728482.784297705,16.826635533,3492235,5,-0.1570772,-0.0256822,0.6167322,1.1019136,0.9852352,0.0000839,-0.2604891,-0.3617678,-0.2384501,0.7721436,1.5575658,-0.0950709,-0.3882410,0.3364571
493,1782728482.822416544,16.863531686,3492273,5,-0.1570653,-0.0256822,0.6167682,1.1019015,0.9852471,0.0000839,-0.2604771,-0.3617319,-0.2384981,0.7721436,1.5575658,-0.0950709,-0.3882170,0.3364811
494,1782728482.854595661,16.902314395,3492306,5,-0.1570653,-0.0256582,0.6167442,1.1019015,0.9852831,0.0000839,-0.2604891,-0.3617319,-0.2384981,0.7721556,1.5575658,-0.0950709,-0.3882170,0.3364331
495,1782728482.887948513,16.934751557,3492339,5,-0.1570772,-0.0256822,0.6167442,1.1019015,0.9852831,0.0000839,-0.2604651,-0.3617079,-0.2384981,0.7721436,1.5575418,-0.0950709,-0.3882170,0.3364452
496,1782728482.919213057,16.967307731,3492370,5,-0.1570892,-0.0256822,0.6167561,1.1018896,0.9852831,0.0000839,-0.2604771,-0.3617079,-0.2385220,0.7721436,1.5575418,-0.0950709,-0.3881930,0.3364331
497,1782728482.950552464,16.998676700,3492402,5,-0.1570772,-0.0256822,0.6167442,1.1018896,0.9852591,0.0000839,-0.2604891,-0.3616959,-0.2385700,0.7721436,1.5575418,-0.0950709,-0.3881691,0.3364092
498,1782728482.987626076,17.030149991,3492439,5,-0.1570772,-0.0257062,0.6167442,1.1019015,0.9852831,0.0000839,-0.2604771,-0.3616719,-0.2385700,0.7721436,1.5575538,-0.0950828,-0.3881571,0.3363972
499,1782728483.021041155,17.067059328,3492472,5,-0.1570772,-0.0257062,0.6167561,1.1019136,0.9852591,0.0000839,-0.2605011,-0.3616599,-0.2385939,0.7721436,1.5575658,-0.0950709,-0.3881451,0.3363972
500,1782728483.054120302,17.100487082,3492505,5,-0.1570653,-0.0257062,0.6167442,1.1019015,0.9852831,0.0000839,-0.2604771,-0.3616599,-0.2386299,0.7721436,1.5575658,-0.0950709,-0.3881331,0.3364092
501,1782728483.087472916,17.134138811,3492539,5,-0.1570772,-0.0257181,0.6167442,1.1019136,0.9852831,0.0000959,-0.2605011,-0.3616480,-0.2386539,0.7721556,1.5575658,-0.0950709,-0.3881331,0.3363972
502,1782728483.120687723,17.167266203,3492572,5,-0.1570772,-0.0257421,0.6167442,1.1019015,0.9852831,0.0000839,-0.2604651,-0.3616360,-0.2386898,0.7721316,1.5575658,-0.0950589,-0.3881331,0.3364092
503,1782728483.152831078,17.200251671,3492604,5,-0.1570892,-0.0257421,0.6167561,1.1019015,0.9852591,0.0000839,-0.2604771,-0.3616360,-0.2387018,0.7721436,1.5575658,-0.0950709,-0.3881211,0.3364092
504,1782728483.184372663,17.232684864,3492635,5,-0.1570653,-0.0257421,0.6167442,1.1019015,0.9852831,0.0000719,-0.2604771,-0.3616000,-0.2387138,0.7721436,1.5575658,-0.0950709,-0.3881331,0.3363852
505,1782728483.224075317,17.264454965,3492675,5,-0.1570772,-0.0257421,0.6167442,1.1018776,0.9852831,0.0000959,-0.2604891,-0.3615880,-0.2387138,0.7721436,1.5575418,-0.0950589,-0.3881091,0.3363732
506,1782728483.256312609,17.303546356,3492708,5,-0.1570772,-0.0257421,0.6167322,1.1018896,0.9852591,0.0000959,-0.2604771,-0.3615521,-0.2387377,0.7721436,1.5575658,-0.0950828,-0.3881211,0.3363732
507,1782728483.332447052,17.335887867,3492784,5,-0.1568136,-0.0257181,0.6161689,1.1018417,0.9849834,0.0000959,-0.2603932,-0.3611327,-0.2387617,0.7716762,1.5573980,-0.0950709,-0.3879174,0.3361815
508,1782728483.339951038,17.411899570,3492791,5,-0.1565619,-0.0257181,0.6155577,1.1017098,0.9847438,0.0000839,-0.2602255,-0.3607252,-0.2388097,0.7709932,1.5571463,-0.0950828,-0.3877136,0.3359298
509,1782728483.385598183,17.419121208,3492837,5,-0.1538535,-0.0256582,0.6102248,1.1000080,0.9811366,0.0000719,-0.2583200,-0.3555720,-0.2396366,0.7613339,1.5523167,-0.0951308,-0.3845139,0.3329577
510,1782728483.421821594,17.465667844,3492873,5,-0.1504140,-0.0256223,0.6031181,1.0976951,0.9767623,0.0000479,-0.2559950,-0.3478301,-0.2416859,0.7493616,1.5443232,-0.0951667,-0.3800557,0.3289310
511,1782728483.454861641,17.501235986,3492906,5,-0.1464233,-0.0255384,0.5960115,1.0952264,0.9706983,0.0000120,-0.2530110,-0.3406516,-0.2435075,0.7396784,1.5353830,-0.0952986,-0.3761848,0.3243890
512,1782728483.488347530,17.534794976,3492939,5,-0.1417494,-0.0253466,0.5873589,1.0925059,0.9609072,-0.0000599,-0.2489124,-0.3326461,-0.2449096,0.7301869,1.5272217,-0.0952746,-0.3722300,0.3188044
513,1782728483.521652699,17.567992930,3492973,5,-0.1367640,-0.0251669,0.5787781,1.0908641,0.9508045,-0.0000839,-0.2419855,-0.3261267,-0.2460002,0.7189696,1.5200431,-0.0954064,-0.3680475,0.3141784
514,1782728483.554852247,17.601050336,3493006,5,-0.1319823,-0.0247354,0.5717914,1.0889107,0.9382330,-0.0002037,-0.2372637,-0.3192717,-0.2467552,0.7069495,1.5140151,-0.0954064,-0.3636973,0.3094687
515,1782728483.587900162,17.634578381,3493039,5,-0.1269489,-0.0236688,0.5668659,1.0867535,0.9292568,-0.0005033,-0.2350945,-0.3128242,-0.2479057,0.6978534,1.5062374,-0.0953944,-0.3588317,0.3050225
516,1782728483.618260145,17.667697356,3493070,5,-0.1212684,-0.0222188,0.5608377,1.0843806,0.9191182,-0.0014022,-0.2332969,-0.3065085,-0.2490921,0.6922927,1.4978005,-0.0954424,-0.3543735,0.2999891
517,1782728483.656502962,17.697558084,3493108,5,-0.1151325,-0.0197860,0.5522331,1.0835897,0.9058636,-0.0026245,-0.2311997,-0.2982394,-0.2492599,0.6803205,1.4891359,-0.0955622,-0.3482256,0.2937813
518,1782728483.689615965,17.736293175,3493141,5,-0.1096317,-0.0168259,0.5433049,1.0831103,0.8938794,-0.0041705,-0.2289466,-0.2903059,-0.2496434,0.6691272,1.4814899,-0.0955862,-0.3442588,0.2878012
519,1782728483.722124100,17.769229393,3493173,5,-0.1042028,-0.0139257,0.5367375,1.0828227,0.8834771,-0.0064355,-0.2265738,-0.2856680,-0.2497153,0.6597196,1.4771156,-0.0955862,-0.3411190,0.2842778
520,1782728483.755989552,17.801695964,3493207,5,-0.0991095,-0.0112891,0.5290796,1.0825350,0.8716606,-0.0079575,-0.2231463,-0.2799635,-0.2500509,0.6514146,1.4708480,-0.0955982,-0.3375357,0.2801313
521,1782728483.782708645,17.835343053,3493234,5,-0.0958019,-0.0095035,0.5216254,1.0819957,0.8620014,-0.0086406,-0.2198986,-0.2731325,-0.2508178,0.6422586,1.4620636,-0.0957180,-0.3336049,0.2765120
522,1782728483.821560860,17.862484046,3493273,5,-0.0892106,-0.0063516,0.5114268,1.0803659,0.8488786,-0.0100308,-0.2166868,-0.2635331,-0.2515968,0.6296152,1.4512777,-0.0957540,-0.3283678,0.2707476
523,1782728483.854975700,17.900826996,3493306,5,-0.0828230,-0.0034275,0.5018035,1.0790477,0.8373019,-0.0110614,-0.2139064,-0.2546288,-0.2522799,0.6182901,1.4423015,-0.0957420,-0.3249043,0.2648274
524,1782728483.887603045,17.934110233,3493338,5,-0.0766871,-0.0008988,0.4951163,1.0774777,0.8248862,-0.0124636,-0.2111860,-0.2472346,-0.2522919,0.6102727,1.4356502,-0.0957540,-0.3223277,0.2581282
525,1782728483.921539783,17.967294587,3493373,5,-0.0719653,0.0008509,0.4887886,1.0762553,0.8139446,-0.0133145,-0.2087293,-0.2399002,-0.2522559,0.5990435,1.4280882,-0.0957659,-0.3181692,0.2526275
526,1782728483.955622911,18.000817928,3493407,5,-0.0673034,0.0022051,0.4806993,1.0743499,0.8034344,-0.0143331,-0.2046786,-0.2324460,-0.2525676,0.5897797,1.4183331,-0.0959697,-0.3125486,0.2480135
527,1782728483.986973524,18.034770722,3493438,5,-0.0628932,0.0032957,0.4716152,1.0726122,0.7940028,-0.0148365,-0.1991179,-0.2257349,-0.2523398,0.5796171,1.4108789,-0.0960416,-0.3073235,0.2433277
528,1782728484.017291546,18.066877890,3493469,5,-0.0578718,0.0049255,0.4619679,1.0704070,0.7827976,-0.0154357,-0.1950313,-0.2190836,-0.2524956,0.5716835,1.4036044,-0.0960176,-0.3044952,0.2386898
529,1782728484.056400061,18.097145991,3493508,5,-0.0519636,0.0076220,0.4532314,1.0678065,0.7704659,-0.0159031,-0.1929460,-0.2098917,-0.2522080,0.5567631,1.3954672,-0.0960176,-0.3011396,0.2328295
