sample_index,wall_time_s,elapsed_s,tick,mode_machine,arm0,arm1,arm2,arm3,arm4,arm5,arm6,arm7,arm8,arm9,arm10,arm11,arm12,arm13
165,1782728471.544975519,5.591394507,3480996,5,0.0427837,0.2475941,-0.4846061,0.7449514,0.4688229,-0.1847488,-0.2454250,-0.0463790,-0.2945842,0.4949964,1.1423364,-0.1105425,-0.4490609,0.1941444
166,1782728471.579080820,5.624483183,3481030,5,0.0457318,0.2485528,-0.5045838,0.7450713,0.4686311,-0.1882362,-0.2395767,-0.0467265,-0.2945243,0.4964226,1.1440262,-0.1106623,-0.4489770,0.1931857
167,1782728471.614114761,5.658342826,3481065,5,0.0522033,0.2492000,-0.5242260,0.7451072,0.4683555,-0.1908488,-0.2382344,-0.0470141,-0.2942487,0.4977049,1.1449130,-0.1108061,-0.4488811,0.1926944
168,1782728471.642620325,5.693859195,3481094,5,0.0566135,0.2492000,-0.5418068,0.7451911,0.4683555,-0.1917836,-0.2379348,-0.0467265,-0.2939371,0.4979925,1.1454402,-0.1108061,-0.4488572,0.1919873
169,1782728471.680577278,5.721939070,3481132,5,0.0588545,0.2494517,-0.5604183,0.7452750,0.4699854,-0.1938928,-0.2366765,-0.0464029,-0.2938652,0.4977168,1.1460755,-0.1106384,-0.4488452,0.1902256
170,1782728471.713970661,5.760588659,3481165,5,0.0546481,0.2504823,-0.5700776,0.7461618,0.4700453,-0.1935452,-0.2373236,-0.0467744,-0.2927746,0.4978727,1.1462911,-0.1107342,-0.4488332,0.1889673
171,1782728471.749114275,5.793598292,3481200,5,0.0513165,0.2539338,-0.5789939,0.7468929,0.4698895,-0.1934134,-0.2373116,-0.0466905,-0.2917080,0.4980165,1.1466027,-0.1107103,-0.4487373,0.1876730
172,1782728471.781495810,5.828389518,3481233,5,0.0488117,0.2572534,-0.5881978,0.7477078,0.4699494,-0.1933535,-0.2374315,-0.0468224,-0.2911807,0.4979565,1.1474537,-0.1106623,-0.4487253,0.1868820
173,1782728471.815577745,5.860697048,3481267,5,0.0456839,0.2611722,-0.5972339,0.7481752,0.4699135,-0.1934014,-0.2378269,-0.0471220,-0.2897306,0.4964585,1.1486042,-0.1106144,-0.4487853,0.1865105
174,1782728471.847807884,5.894902783,3481299,5,0.0415853,0.2642402,-0.6070849,0.7494814,0.4700573,-0.1939048,-0.2386059,-0.0467385,-0.2871900,0.4882613,1.1495149,-0.1107103,-0.4487733,0.1863787
175,1782728471.882063389,5.927911615,3481333,5,0.0328727,0.2666250,-0.6213581,0.7526693,0.4724182,-0.1963855,-0.2402238,-0.0441858,-0.2841220,0.4708482,1.1502340,-0.1107342,-0.4487733,0.1863667
176,1782728471.916124344,5.961184680,3481368,5,0.0205050,0.2678714,-0.6375488,0.7569476,0.4779668,-0.2032045,-0.2437711,-0.0391764,-0.2814375,0.4517094,1.1506534,-0.1106983,-0.4488212,0.1866783
177,1782728471.940918684,5.995579157,3481392,5,0.0092758,0.2683987,-0.6497487,0.7604949,0.4844983,-0.2103232,-0.2506621,-0.0361444,-0.2796159,0.4366452,1.1530143,-0.1105305,-0.4491568,0.1874932
178,1782728471.977289915,6.020992067,3481428,5,-0.0081373,0.2692855,-0.6705294,0.7643539,0.4926355,-0.2208813,-0.2621549,-0.0351617,-0.2761885,0.4128446,1.1639559,-0.1099433,-0.4503432,0.1890032
179,1782728472.012456656,6.056537844,3481463,5,-0.0291456,0.2709873,-0.6916696,0.7665590,0.5004253,-0.2322783,-0.2712390,-0.0348381,-0.2719341,0.3866470,1.1761798,-0.1097635,-0.4508466,0.1901297
180,1782728472.042638540,6.091869663,3481494,5,-0.0520715,0.2732883,-0.7133490,0.7668825,0.5047995,-0.2435674,-0.2791605,-0.0328727,-0.2693574,0.3653871,1.1846646,-0.1096077,-0.4508825,0.1915918
181,1782728472.080610037,6.122060133,3481532,5,-0.0834222,0.2750260,-0.7377130,0.7670743,0.5075080,-0.2616636,-0.2838344,-0.0284985,-0.2669486,0.3418261,1.1929817,-0.1096557,-0.4509424,0.1936291
182,1782728472.116842508,6.160800445,3481568,5,-0.1155279,0.2758169,-0.7613818,0.7669665,0.5089820,-0.2806945,-0.2854643,-0.0267967,-0.2644799,0.3180493,1.2054693,-0.1096676,-0.4519731,0.1956065
183,1782728472.150057793,6.196078246,3481601,5,-0.1463514,0.2754095,-0.7787230,0.7650011,0.5094854,-0.2997015,-0.2859556,-0.0248793,-0.2629099,0.2961182,1.2134268,-0.1095358,-0.4526442,0.1971645
184,1782728472.181390762,6.229341390,3481633,5,-0.1767913,0.2754215,-0.7953091,0.7604111,0.5097610,-0.3170427,-0.2864350,-0.0199657,-0.2628380,0.2729168,1.2166386,-0.1090924,-0.4537947,0.1980633
185,1782728472.214782715,6.261019588,3481666,5,-0.2051100,0.2744867,-0.8044291,0.7482471,0.5098329,-0.3332933,-0.2866027,-0.0149323,-0.2634013,0.2542334,1.2176812,-0.1077741,-0.4552927,0.1982910
186,1782728472.247023344,6.294070661,3481698,5,-0.2303248,0.2717063,-0.8079285,0.7347768,0.5096532,-0.3490765,-0.2866027,-0.0115049,-0.2635810,0.2373476,1.2182684,-0.1063480,-0.4565391,0.1987704
187,1782728472.280145168,6.326962210,3481731,5,-0.2587634,0.2638327,-0.8121709,0.7223611,0.5096891,-0.3628584,-0.2867945,-0.0079455,-0.2641683,0.2210251,1.2183523,-0.1053653,-0.4571862,0.1990340
188,1782728472.351404190,6.360222346,3481803,5,-0.3171386,0.2299293,-0.8144120,0.6954685,0.5082390,-0.3857003,-0.2872259,-0.0041945,-0.2748342,0.1957024,1.2211326,-0.1046582,-0.4561675,0.1991179
189,1782728472.362182379,6.430977762,3481813,5,-0.3261028,0.2227628,-0.8144719,0.6914898,0.5071125,-0.3881691,-0.2872020,-0.0040746,-0.2772311,0.1903934,1.2222112,-0.1047062,-0.4556163,0.1991179
190,1782728472.413037777,6.441321037,3481864,5,-0.3727693,0.1781215,-0.8145078,0.6840715,0.4960510,-0.3973370,-0.2879689,-0.0033436,-0.2947520,0.1676713,1.2296894,-0.1060364,-0.4485456,0.1994055
191,1782728472.445492506,6.492944129,3481897,5,-0.3996979,0.1462195,-0.8102175,0.6802606,0.4814663,-0.4016873,-0.2882925,0.0033076,-0.3072396,0.1448893,1.2355018,-0.1056889,-0.4439317,0.1993576
192,1782728472.474905014,6.525490898,3481926,5,-0.4215451,0.1188236,-0.7989284,0.6765575,0.4660425,-0.4050308,-0.2886521,0.0106180,-0.3175940,0.1250434,1.2423687,-0.1048859,-0.4396773,0.1995254
193,1782728472.514776945,6.554896255,3481966,5,-0.4502114,0.0815527,-0.7754273,0.6747957,0.4454536,-0.4075835,-0.2894430,0.0176048,-0.3306807,0.0998645,1.2488402,-0.0998406,-0.4351233,0.1994654
194,1782728472.547944784,6.594115686,3481999,5,-0.4749229,0.0501060,-0.7479595,0.6746640,0.4243854,-0.4081587,-0.2908092,0.0201934,-0.3404479,0.0768429,1.2508655,-0.0950709,-0.4323429,0.1994295
195,1782728472.581241608,6.627873439,3482033,5,-0.5028821,0.0230217,-0.7180109,0.6745561,0.4035808,-0.4081348,-0.2923552,0.0200736,-0.3491364,0.0589864,1.2512250,-0.0898817,-0.4308089,0.1991179
196,1782728472.613867760,6.660835709,3482065,5,-0.5315244,-0.0036432,-0.6840116,0.6744483,0.3761129,-0.4081587,-0.2953992,0.0192467,-0.3575014,0.0412737,1.2512490,-0.0869336,-0.4290233,0.1993216
197,1782728472.647770166,6.693053508,3482099,5,-0.5607659,-0.0257901,-0.6450149,0.6709608,0.3446543,-0.4082067,-0.2970051,0.0158431,-0.3660582,0.0258859,1.2513208,-0.0849921,-0.4262310,0.1994175
198,1782728472.679305553,6.727119270,3482130,5,-0.5844467,-0.0394760,-0.6063179,0.6641058,0.3109547,-0.4082546,-0.2988267,0.0103304,-0.3733206,0.0136620,1.2512610,-0.0833982,-0.4248408,0.1995254
199,1782728472.713315487,6.759437200,3482165,5,-0.6059344,-0.0491593,-0.5529881,0.6546623,0.2717663,-0.4083864,-0.3004685,0.0006951,-0.3791569,-0.0045660,1.2512850,-0.0825234,-0.4231271,0.1996931
200,1782728472.748512268,6.792776731,3482200,5,-0.6245699,-0.0532219,-0.4963986,0.6453505,0.2353342,-0.4083025,-0.3009718,-0.0104143,-0.3857243,-0.0200616,1.2512850,-0.0813729,-0.4218447,0.1996332
201,1782728472.779939175,6.827889183,3482231,5,-0.6367938,-0.0541088,-0.4389103,0.6404969,0.2042232,-0.4080868,-0.3013194,-0.0200736,-0.3924235,-0.0355212,1.2512850,-0.0807257,-0.4206103,0.1998849
202,1782728472.813346148,6.859546740,3482264,5,-0.6463812,-0.0529583,-0.3742314,0.6391307,0.1682825,-0.4066967,-0.3015471,-0.0292415,-0.4008004,-0.0541208,1.2515845,-0.0802464,-0.4189445,0.2000527
203,1782728472.848388672,6.893241578,3482299,5,-0.6558967,-0.0503098,-0.3133156,0.6384236,0.1310475,-0.4027539,-0.3009479,-0.0390326,-0.4084104,-0.0755246,1.2526871,-0.0793595,-0.4167394,0.1999448
204,1782728472.874813080,6.927758458,3482326,5,-0.6619726,-0.0494229,-0.2633414,0.6381360,0.1028726,-0.3969055,-0.3016549,-0.0476013,-0.4117301,-0.0947952,1.2546765,-0.0778495,-0.4146901,0.1998849
205,1782728472.915018797,6.953953665,3482366,5,-0.6720394,-0.0493750,-0.1806023,0.6380641,0.0599691,-0.3862995,-0.3014752,-0.0650863,-0.4141988,-0.1224668,1.2567258,-0.0700478,-0.4123293,0.1996092
206,1782728472.947210789,6.994688344,3482398,5,-0.6795535,-0.0473497,-0.1112376,0.6381001,0.0258739,-0.3777787,-0.3010677,-0.0847884,-0.4156249,-0.1356375,1.2588350,-0.0599571,-0.4105676,0.1993336
207,1782728472.981275082,7.026916895,3482432,5,-0.6888892,-0.0424242,-0.0419807,0.6381001,-0.0075980,-0.3673045,-0.2994139,-0.1089845,-0.4164039,-0.1453567,1.2594942,-0.0507412,-0.4096088,0.1990700
208,1782728473.012804508,7.060589781,3482464,5,-0.6962236,-0.0373309,0.0267368,0.6381240,-0.0402670,-0.3570340,-0.2983233,-0.1377467,-0.4163200,-0.1481370,1.2606087,-0.0387450,-0.4084823,0.1990340
209,1782728473.045988321,7.092572756,3482497,5,-0.7038096,-0.0325851,0.0980909,0.6381480,-0.0746497,-0.3436477,-0.2966575,-0.1700801,-0.4160084,-0.1484726,1.2606926,-0.0252508,-0.4080509,0.1992018
210,1782728473.079266787,7.125376333,3482530,5,-0.7112518,-0.0275278,0.1697206,0.6381480,-0.1066476,-0.3320949,-0.2932420,-0.2039955,-0.4157807,-0.1485085,1.2608004,-0.0126074,-0.4078591,0.1993216
211,1782728473.113403320,7.159262473,3482565,5,-0.7198924,-0.0229258,0.2382943,0.6381600,-0.1352659,-0.3189602,-0.2882446,-0.2374195,-0.4156369,-0.1485445,1.2606206,0.0023609,-0.4078711,0.1993456
212,1782728473.147490978,7.192610868,3482599,5,-0.7293000,-0.0182520,0.3009359,0.6381360,-0.1607204,-0.3083661,-0.2830195,-0.2686983,-0.4156489,-0.1486883,1.2603810,0.0141054,-0.4080509,0.1993336
213,1782728473.180880547,7.226845467,3482632,5,-0.7352322,-0.0078257,0.3656867,0.6381360,-0.1829752,-0.2991982,-0.2816053,-0.3000131,-0.4152774,-0.1487122,1.2600933,0.0218353,-0.4086142,0.1993456
214,1782728473.212925434,7.260160229,3482664,5,-0.7385399,0.0008868,0.4321152,0.6381240,-0.2039356,-0.2940689,-0.2810181,-0.3294823,-0.4151695,-0.1487122,1.2601054,0.0266889,-0.4125809,0.1994654
215,1782728473.246267557,7.293028864,3482698,5,-0.7408409,0.0079815,0.4960510,0.6381121,-0.2245484,-0.2889756,-0.2792804,-0.3572737,-0.4152534,-0.1487003,1.2598417,0.0294333,-0.4177222,0.1994295
216,1782728473.274093151,7.326315369,3482725,5,-0.7416438,0.0152200,0.5516579,0.6380881,-0.2422132,-0.2822285,-0.2783816,-0.3793726,-0.4146662,-0.1484726,1.2598537,0.0309553,-0.4228993,0.2005320
217,1782728473.314773798,7.353457965,3482766,5,-0.7419674,0.0263893,0.6275420,0.6381360,-0.2672722,-0.2742350,-0.2769195,-0.4098725,-0.4128565,-0.1483647,1.2598057,0.0324413,-0.4344521,0.2038756
218,1782728473.348841667,7.394479629,3482800,5,-0.7428302,0.0354733,0.6924486,0.6380881,-0.2873218,-0.2667928,-0.2762963,-0.4335413,-0.4102680,-0.1480891,1.2598057,0.0334839,-0.4472273,0.2077106
219,1782728473.382078886,7.428529807,3482833,5,-0.7441126,0.0422444,0.7601594,0.6381001,-0.3042435,-0.2586555,-0.2756971,-0.4560597,-0.4067686,-0.1465671,1.2595661,0.0344307,-0.4628308,0.2125762
220,1782728473.467614412,7.461442763,3482919,5,-0.7462218,0.0527186,0.9295684,0.6381001,-0.3378713,-0.2553119,-0.2713109,-0.5008327,-0.3947244,-0.1245041,1.2431836,0.0348381,-0.5038887,0.2289466
221,1782728473.480020285,7.547419498,3482931,5,-0.7464615,0.0545762,0.9536927,0.6381240,-0.3410591,-0.2551801,-0.2709274,-0.5058302,-0.3929747,-0.1188715,1.2401996,0.0346704,-0.5093895,0.2314993
222,1782728473.513209581,7.560390504,3482964,5,-0.7472644,0.0604964,1.0200133,0.6380881,-0.3478901,-0.2547726,-0.2695612,-0.5168916,-0.3858202,-0.0979830,1.2263098,0.0345505,-0.5246814,0.2385220
223,1782728473.546440363,7.593191362,3482998,5,-0.7479595,0.0705751,1.0901691,0.6380881,-0.3526598,-0.2546648,-0.2677036,-0.5265030,-0.3749145,-0.0673993,1.2079859,0.0346943,-0.5409919,0.2445861
224,1782728473.579806805,7.625640048,3483031,5,-0.7481512,0.0796711,1.1498265,0.6380881,-0.3564588,-0.2546768,-0.2643720,-0.5316442,-0.3642366,-0.0370193,1.1880322,0.0345026,-0.5562598,0.2498112
225,1782728473.614041567,7.659140671,3483065,5,-0.7488223,0.0864662,1.2114494,0.6380401,-0.3582325,-0.2546648,-0.2637249,-0.5322554,-0.3543616,0.0013902,1.1653341,0.0341550,-0.5711682,0.2543412
226,1782728473.647465229,7.693854966,3483098,5,-0.7491938,0.0920149,1.2666488,0.6379682,-0.3597305,-0.2546288,-0.2630418,-0.5323632,-0.3427249,0.0355692,1.1471300,0.0339154,-0.5831644,0.2598060
227,1782728473.679523468,7.726957816,3483131,5,-0.7495414,0.0980549,1.3210092,0.6375967,-0.3605095,-0.2546648,-0.2629459,-0.5323632,-0.3278405,0.0687175,1.1283628,0.0336637,-0.5903429,0.2654865
228,1782728473.708012342,7.759264194,3483159,5,-0.7496013,0.1053294,1.3717983,0.6375728,-0.3610727,-0.2546169,-0.2626463,-0.5322434,-0.3145140,0.1017700,1.1097633,0.0329926,-0.5964309,0.2714547
229,1782728473.747856617,7.787171199,3483199,5,-0.7495174,0.1171338,1.4400485,0.6369975,-0.3622232,-0.2547008,-0.2619871,-0.5321715,-0.2937453,0.1514566,1.0845844,0.0320099,-0.6070369,0.2773030
230,1782728473.781177759,7.827345668,3483232,5,-0.7494335,0.1227304,1.4856484,0.6343850,-0.3633737,-0.2551801,-0.2611602,-0.5321355,-0.2778303,0.1894466,1.0662485,0.0311110,-0.6156177,0.2806226
231,1782728473.814508915,7.860769457,3483266,5,-0.7494455,0.1274163,1.5278329,0.6305740,-0.3639969,-0.2555996,-0.2611363,-0.5321835,-0.2625025,0.2264060,1.0477328,0.0299366,-0.6247137,0.2825401
232,1782728473.847735643,7.894040281,3483299,5,-0.7494215,0.1306760,1.5694542,0.6276618,-0.3645961,-0.2568938,-0.2609445,-0.5320756,-0.2461200,0.2610764,1.0300682,0.0291576,-0.6331865,0.2839662
233,1782728473.880886793,7.927033592,3483332,5,-0.7492537,0.1339237,1.6076000,0.6259601,-0.3648358,-0.2573133,-0.2608486,-0.5320517,-0.2305046,0.2964777,1.0100065,0.0279712,-0.6385674,0.2862073
234,1782728473.914313555,7.960290592,3483365,5,-0.7478157,0.1356255,1.6397656,0.6256484,-0.3651953,-0.2577687,-0.2607408,-0.5320277,-0.2145536,0.3282839,0.9909396,0.0273840,-0.6438405,0.2875615
235,1782728473.947693586,7.993715053,3483399,5,-0.7443402,0.1366681,1.6664784,0.6255766,-0.3650994,-0.2577447,-0.2606929,-0.5320517,-0.2034682,0.3659743,0.9672468,0.0270604,-0.6479151,0.2878851
236,1782728473.980742693,8.027110394,3483432,5,-0.7396544,0.1365363,1.6918250,0.6256005,-0.3650395,-0.2576608,-0.2605970,-0.5319917,-0.1940845,0.4034849,0.9437338,0.0262934,-0.6534159,0.2890356
237,1782728474.012972832,8.060578920,3483464,5,-0.7351603,0.1365123,1.7166803,0.6255885,-0.3646800,-0.2573493,-0.2606210,-0.5313206,-0.1874213,0.4400128,0.9195616,0.0258859,-0.6587849,0.2896108
238,1782728474.046294212,8.092925587,3483497,5,-0.7305104,0.1365602,1.7421827,0.6255646,-0.3645122,-0.2573612,-0.2605850,-0.5310929,-0.1849166,0.4787219,0.8885464,0.0256942,-0.6637583,0.2898984
239,1782728474.080528975,8.126043286,3483532,5,-0.7254291,0.1365483,1.7701300,0.6255885,-0.3643923,-0.2571695,-0.2606449,-0.5311169,-0.1860191,0.5217812,0.8511916,0.0256103,-0.6700261,0.2898984
240,1782728474.108896732,8.160070774,3483560,5,-0.7201441,0.1365842,1.7936790,0.6255766,-0.3642246,-0.2571455,-0.2606329,-0.5311169,-0.1878527,0.5584170,0.8181391,0.0255983,-0.6759822,0.2899224
241,1782728474.149003506,8.188989811,3483600,5,-0.7136726,0.1365363,1.8226569,0.6255766,-0.3640209,-0.2569897,-0.2606090,-0.5310929,-0.1904893,0.6059824,0.7723953,0.0255504,-0.6837360,0.2903898
242,1782728474.181983709,8.228794859,3483633,5,-0.7082557,0.1368479,1.8450674,0.6256245,-0.3635055,-0.2564744,-0.2606569,-0.5311528,-0.1967091,0.6469085,0.7309299,0.0256702,-0.6869717,0.2901261
243,1782728474.216271877,8.261345436,3483667,5,-0.7015086,0.1373153,1.8650930,0.6256245,-0.3634816,-0.2564744,-0.2606210,-0.5311648,-0.2041393,0.6883499,0.6888053,0.0255863,-0.6922927,0.2905695
244,1782728474.247622967,8.295558018,3483699,5,-0.6949292,0.1374591,1.8787191,0.6256245,-0.3634456,-0.2564864,-0.2605610,-0.5314525,-0.2066200,0.7271429,0.6508033,0.0258020,-0.6952768,0.2902100
245,1782728474.281138897,8.327723495,3483732,5,-0.6875709,0.1380343,1.8873597,0.6256484,-0.3633857,-0.2564265,-0.2605490,-0.5321355,-0.2105988,0.7705018,0.6125497,0.0258859,-0.6989320,0.2902340
246,1782728474.315913439,8.360466014,3483767,5,-0.6816627,0.1403952,1.8957726,0.6256245,-0.3633018,-0.2564145,-0.2605850,-0.5327348,-0.2157760,0.8162696,0.5792695,0.0260178,-0.7002143,0.2902579
247,1782728474.347380161,8.395217109,3483799,5,-0.6771087,0.1435590,1.9012613,0.6256484,-0.3632179,-0.2563785,-0.2605850,-0.5333939,-0.2204978,0.8604195,0.5514182,0.0259219,-0.7003582,0.2901141
248,1782728474.381519318,8.427060815,3483833,5,-0.6733936,0.1490238,1.9075291,0.6256245,-0.3630022,-0.2563426,-0.2605970,-0.5341489,-0.2271370,0.9129583,0.5215895,0.0257661,-0.7007296,0.2903059
249,1782728474.415934563,8.460740772,3483867,5,-0.6692111,0.1544407,1.9111124,0.6256245,-0.3626067,-0.2563306,-0.2606090,-0.5344605,-0.2351784,0.9682415,0.4922880,0.0257901,-0.7010891,0.2903298
250,1782728474.447297335,8.495260020,3483898,5,-0.6663709,0.1584075,1.9129341,0.6256245,-0.3622951,-0.2563426,-0.2606090,-0.5345324,-0.2437831,1.0173888,0.4677922,0.0254545,-0.7014726,0.2911208
251,1782728474.480468273,8.526840614,3483932,5,-0.6622962,0.1622305,1.9130658,0.6256245,-0.3621034,-0.2562587,-0.2606329,-0.5347241,-0.2518365,1.0657451,0.4492047,0.0254185,-0.7016284,0.2911567
252,1782728474.574336767,8.559629054,3484026,5,-0.6544106,0.1812614,1.9160379,0.6256365,-0.3614323,-0.2494397,-0.2605970,-0.5352634,-0.2855481,1.1915675,0.4115862,0.0253466,-0.7022756,0.2910729
253,1782728474.586745024,8.653942278,3484038,5,-0.6542428,0.1848087,1.9161098,0.6256245,-0.3613364,-0.2476540,-0.2606090,-0.5352395,-0.2901980,1.2058048,0.4089617,0.0252268,-0.7023116,0.2913365
254,1782728474.614354134,8.666531225,3484066,5,-0.6541350,0.1940965,1.9162177,0.6256245,-0.3611446,-0.2441067,-0.2606090,-0.5351915,-0.3012595,1.2346148,0.4037845,0.0246635,-0.7022996,0.2918878
255,1782728474.647510290,8.693830274,3484099,5,-0.6541470,0.2040075,1.9162058,0.6256245,-0.3609888,-0.2400920,-0.2606210,-0.5349039,-0.3174621,1.2621427,0.3968936,0.0242681,-0.7022876,0.2924630
256,1782728474.679937601,8.727096873,3484131,5,-0.6541470,0.2118451,1.9161817,0.6256125,-0.3606533,-0.2371678,-0.2606329,-0.5333939,-0.3333532,1.2799033,0.3898229,0.0236688,-0.7022636,0.2930742
257,1782728474.715016842,8.759615705,3484166,5,-0.6541350,0.2189278,1.9161817,0.6256005,-0.3602937,-0.2358735,-0.2606689,-0.5257839,-0.3492563,1.2870938,0.3829080,0.0234411,-0.7022756,0.2931581
258,1782728474.746401548,8.794302158,3484198,5,-0.6541470,0.2242249,1.9161937,0.6256005,-0.3602698,-0.2346991,-0.2606569,-0.5194083,-0.3607492,1.2889754,0.3787135,0.0234292,-0.7022756,0.2931701
259,1782728474.780537128,8.826493972,3484232,5,-0.6541470,0.2280838,1.9161817,0.6255885,-0.3601379,-0.2319187,-0.2607048,-0.5138236,-0.3703845,1.2890952,0.3777668,0.0234651,-0.7022756,0.2930383
260,1782728474.813629627,8.859964674,3484265,5,-0.6541470,0.2296777,1.9162058,0.6256125,-0.3600421,-0.2284912,-0.2606809,-0.5076758,-0.3779345,1.2890592,0.3777668,0.0234771,-0.7022157,0.2929184
261,1782728474.842216253,8.893545364,3484294,5,-0.6541470,0.2299054,1.9161817,0.6255766,-0.3599222,-0.2259745,-0.2606689,-0.5035052,-0.3829799,1.2891551,0.3777668,0.0234411,-0.7021198,0.2929783
262,1782728474.882366896,8.921393934,3484333,5,-0.6541470,0.2298814,1.9161937,0.6256005,-0.3588437,-0.2228826,-0.2606569,-0.5006890,-0.3873781,1.2888675,0.3777668,0.0234651,-0.7020958,0.2929424
263,1782728474.912673950,8.962233160,3484364,5,-0.6541470,0.2298574,1.9161937,0.6256245,-0.3561712,-0.2205577,-0.2606569,-0.4993947,-0.3893675,1.2864467,0.3777668,0.0234172,-0.7020958,0.2930263
264,1782728474.942123175,8.992449070,3484393,5,-0.6541230,0.2298814,1.9161937,0.6256005,-0.3516771,-0.2184005,-0.2606569,-0.4971536,-0.3904580,1.2798194,0.3777787,0.0233453,-0.7020838,0.2931701
265,1782728474.976117134,9.022047617,3484427,5,-0.6541350,0.2298574,1.9161698,0.6256005,-0.3439473,-0.2170942,-0.2606569,-0.4940737,-0.3903502,1.2626820,0.3778267,0.0227700,-0.7020479,0.2937813
266,1782728475.017127991,9.055699893,3484468,5,-0.6541350,0.2298574,1.9145879,0.6256005,-0.3310283,-0.2163392,-0.2606449,-0.4885010,-0.3883488,1.2263218,0.3778267,0.0219311,-0.7020479,0.2945723
267,1782728475.050361156,9.096680915,3484502,5,-0.6541230,0.2297616,1.9096144,0.6255766,-0.3188763,-0.2157640,-0.2606090,-0.4872426,-0.3866231,1.1882719,0.3778866,0.0219311,-0.7019161,0.2945603
268,1782728475.083863735,9.129798870,3484535,5,-0.6539672,0.2295219,1.8941427,0.6256125,-0.3054659,-0.2155962,-0.2602015,-0.4867873,-0.3841903,1.1416773,0.3781503,0.0217634,-0.7017363,0.2947041
269,1782728475.116828918,9.163208962,3484568,5,-0.6531283,0.2294140,1.8666149,0.6256245,-0.2852725,-0.2153565,-0.2600697,-0.4865835,-0.3816257,1.0888867,0.3784139,0.0218353,-0.7013528,0.2947280
270,1782728475.150193691,9.196209313,3484601,5,-0.6523493,0.2294739,1.8317529,0.6255885,-0.2612202,-0.2149611,-0.2601536,-0.4866794,-0.3790491,1.0307633,0.3792049,0.0227580,-0.7010412,0.2945723
271,1782728475.182566881,9.229657742,3484634,5,-0.6508753,0.2298814,1.7921571,0.6254207,-0.2323861,-0.2150090,-0.2601655,-0.4865715,-0.3762927,0.9731910,0.3798400,0.0244478,-0.6995671,0.2945962
272,1782728475.216778994,9.262503592,3484668,5,-0.6496769,0.2307323,1.7498168,0.6240785,-0.2010833,-0.2149730,-0.2606329,-0.4868232,-0.3731289,0.9145162,0.3808107,0.0281150,-0.6978534,0.2941288
273,1782728475.250106335,9.296294176,3484701,5,-0.6479631,0.2313794,1.7073686,0.6206990,-0.1726807,-0.2148532,-0.2609565,-0.4868352,-0.3710676,0.8613063,0.3838547,0.0354254,-0.6969546,0.2938652
274,1782728475.283238411,9.329812016,3484734,5,-0.6440442,0.2313315,1.6584010,0.6147548,-0.1413779,-0.2145416,-0.2608007,-0.4866075,-0.3684670,0.8066103,0.3935859,0.0417890,-0.6963195,0.2942127
275,1782728475.317256451,9.362626728,3484768,5,-0.6423305,0.2313435,1.6028901,0.6106682,-0.1073068,-0.2138825,-0.2610284,-0.4866674,-0.3612884,0.7493976,0.4077992,0.0478290,-0.6945218,0.2939731
276,1782728475.344960451,9.396896368,3484796,5,-0.6422586,0.2313794,1.5557202,0.6087507,-0.0788802,-0.2134151,-0.2613640,-0.4867873,-0.3582085,0.7043608,0.4227076,0.0507652,-0.6936230,0.2938772
277,1782728475.383913040,9.424752586,3484835,5,-0.6421987,0.2316071,1.4832636,0.6072287,-0.0322136,-0.2132593,-0.2620710,-0.4867513,-0.3569382,0.6432773,0.4519611,0.0535455,-0.6880503,0.2938772
278,1782728475.417099237,9.463606564,3484868,5,-0.6420788,0.2319187,1.4235342,0.6068212,0.0069509,-0.2126481,-0.2636769,-0.4867153,-0.3576572,0.5937465,0.4824490,0.0558105,-0.6802726,0.2935776
279,1782728475.450169802,9.496951246,3484901,5,-0.6413718,0.2324460,1.3617196,0.6067014,0.0493990,-0.2117732,-0.2644559,-0.4865835,-0.3575853,0.5439160,0.5165920,0.0572247,-0.6720274,0.2935776
280,1782728475.483637094,9.530334937,3484935,5,-0.6407606,0.2324940,1.3020622,0.6066894,0.0957060,-0.2111620,-0.2647915,-0.4864277,-0.3573216,0.4966623,0.5517178,0.0581115,-0.6617929,0.2934817
281,1782728475.516898155,9.563215700,3484968,5,-0.6392506,0.2326378,1.2442622,0.6067733,0.1421808,-0.2100835,-0.2655704,-0.4864397,-0.3573336,0.4543579,0.5877184,0.0595496,-0.6502880,0.2928825
282,1782728475.552041769,9.596182418,3485003,5,-0.6363384,0.2336804,1.1822438,0.6074204,0.1952710,-0.2089090,-0.2668408,-0.4864277,-0.3570580,0.4157088,0.6279015,0.0611315,-0.6380401,0.2920076
283,1782728475.583409309,9.631527100,3485035,5,-0.6320601,0.2359215,1.1341871,0.6085590,0.2375154,-0.2058650,-0.2692735,-0.4864157,-0.3568423,0.3915007,0.6618288,0.0623060,-0.6260679,0.2907613
284,1782728475.682182550,9.663098157,3485133,5,-0.6125617,0.2436393,0.9702429,0.6494371,0.3768919,-0.1907409,-0.2783936,-0.4704528,-0.3551286,0.3441270,0.7747562,0.0651343,-0.5846264,0.2897187
285,1782728475.697451830,9.761355794,3485149,5,-0.6055509,0.2437591,0.9408575,0.6595758,0.3970134,-0.1898661,-0.2799875,-0.4665219,-0.3541818,0.3408673,0.7951773,0.0655297,-0.5775558,0.2894670
